inventoryid,store,brand,productname,size,vendorid,vendorname,invoiceno,podate,receivingdate,invoicedate,paydate,unitprice,quantity,totalamount,classification,size_ml
78_EASTHAVEN_28260,78,28260,Nathanson Creek Chard,1.5L,1392,CONSTELLATION BRANDS INC,9623,2016-04-03,2016-04-14,2016-04-23,2016-05-24,5.19,6,31.14,2,1500.0
50_MOUNTMEND_28889,50,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY,9958,2016-04-26,2016-05-05,2016-05-12,2016-06-20,10.61,3,31.83,2,5000.0
69_MOUNTMEND_1465,69,1465,Woodford Rsv Bourbon,375mL,1128,BROWN-FORMAN CORP,9017,2016-02-21,2016-03-01,2016-03-07,2016-04-21,11.02,12,132.24,1,375.0
50_MOUNTMEND_1734,50,1734,Duggans Dew O Kirkintilloch,1.75L,2496,DUGGANS DISTILLED PRODUCTS,11777,2016-08-23,2016-09-03,2016-09-09,2016-10-22,17.45,90,1570.5,1,1750.0
44_PORTHCRAWL_3123,44,3123,Booths London Dry Gin,1.75L,3960,DIAGEO NORTH AMERICA INC,11493,2016-08-04,2016-08-12,2016-08-17,2016-10-02,10.94,6,65.64,1,1750.0
60_IRRAGIN_6995,60,6995,Carlo Rossi Spanada Sangria,1.5L,3252,E & J GALLO WINERY,12812,2016-10-28,2016-10-31,2016-11-11,2016-12-17,4.79,5,23.95,2,1500.0
8_ALNERWICK_14078,8,14078,Bota Box Malbec,3L,2242,DELICATO VINEYARDS INC,12043,2016-09-11,2016-09-20,2016-09-30,2016-10-29,11.25,3,33.75,2,3000.0
27_MOUNTMEND_35918,27,35918,Stone Cellars Pnt Grigio,1.5L,9819,TREASURY WINE ESTATES,8282,2015-12-31,2016-01-05,2016-01-16,2016-02-22,6.49,4,25.96,2,1500.0
69_MOUNTMEND_2156,69,2156,(RI) 1,750mL,12546,JIM BEAM BRANDS COMPANY,9305,2016-03-11,2016-03-16,2016-03-23,2016-04-25,26.92,6,161.52,1,750.0
11_CARDEND_3790,11,3790,Don Julio Blanco Tequila,750mL,3960,DIAGEO NORTH AMERICA INC,9624,2016-04-03,2016-04-15,2016-04-18,2016-05-24,35.65,12,427.8,1,750.0
51_ABERDEEN_5219,51,5219,Sambuca Romana Black,750mL,3960,DIAGEO NORTH AMERICA INC,13487,2016-12-13,2016-12-19,2016-12-29,2017-02-06,13.23,12,158.76,1,750.0
56_BEGGAR'S HOLE_25504,56,25504,Renwood Clarion Red,750mL,4425,MARTIGNETTI COMPANIES,9140,2016-02-29,2016-03-09,2016-03-20,2016-04-16,7.38,47,346.86,2,750.0
68_SOLARIS_2585,68,2585,Jameson Irish Whiskey,750mL,17035,PERNOD RICARD USA,11372,2016-07-26,2016-08-05,2016-08-12,2016-09-12,16.42,9,147.78,1,750.0
55_DRY GULCH_8691,55,8691,Jose Cuervo Especial,750mL,7245,PROXIMO SPIRITS INC.,8852,2016-02-09,2016-02-16,2016-02-28,2016-04-04,11.9,11,130.9,1,750.0
50_MOUNTMEND_2753,50,2753,Johnnie Walker Black Label,1.75L,3960,DIAGEO NORTH AMERICA INC,13392,2016-12-07,2016-12-12,2016-12-22,2017-01-21,44.77,20,895.4,1,1750.0
33_HORNSEY_3397,33,3397,Ciroc Red Berry Vodka,750mL,3960,DIAGEO NORTH AMERICA INC,11329,2016-07-24,2016-08-05,2016-08-16,2016-09-14,18.24,9,164.16,1,750.0
23_ARBINGTON_2663,23,2663,Dewars White Label,1.75L,480,BACARDI USA INC,12312,2016-09-25,2016-10-07,2016-10-13,2016-11-13,21.42,104,2227.68,1,1750.0
49_GARIGILL_27203,49,27203,DeLoach Ethans Vyd Znfdl,750mL,4425,MARTIGNETTI COMPANIES,12730,2016-10-23,2016-11-05,2016-11-11,2016-12-18,8.84,11,97.24,2,750.0
78_EASTHAVEN_4363,78,4363,Capt Morgan Black Spiced Rum,1.75L,3960,DIAGEO NORTH AMERICA INC,8899,2016-02-12,2016-02-18,2016-02-29,2016-03-31,23.73,6,142.38,1,1750.0
69_MOUNTMEND_24775,69,24775,J Bouchon Canto Sur,750mL,653,STATE WINE & SPIRITS,8585,2016-01-21,2016-01-26,2016-02-04,2016-03-19,8.9,36,320.4,2,750.0
24_PALPERROTH_523,24,523,Castello Del Poggio Moscato,750mL,4425,MARTIGNETTI COMPANIES,13091,2016-11-16,2016-11-25,2016-12-05,2017-01-11,7.09,12,85.08,2,750.0
5_SUTTON_1468,5,1468,Knob Creek Single Barrel Rsv,750mL,12546,JIM BEAM BRANDS COMPANY,11227,2016-07-17,2016-07-29,2016-08-01,2016-09-17,31.49,6,188.94,1,750.0
66_EANVERNESS_4884,66,4884,Bayou Silver Rum,750mL,8664,"STOLI GROUP,(USA) LLC",12736,2016-10-23,2016-11-01,2016-11-13,2016-12-19,15.5,11,170.5,1,750.0
4_EANVERNESS_8562,4,8562,DeKuyper Peachtree Trav,1.75L,12546,JIM BEAM BRANDS COMPANY,10007,2016-04-29,2016-05-04,2016-05-12,2016-06-22,11.44,6,68.64,1,1750.0
12_LEESIDE_38178,12,38178,Rex Goliath Cab Svgn,750mL,1392,CONSTELLATION BRANDS INC,8522,2016-01-18,2016-01-28,2016-02-03,2016-03-14,4.13,12,49.56,2,750.0
26_KNIFE'S EDGE_3612,26,3612,Taaka Vodka,1.75L,8004,SAZERAC CO INC,12246,2016-09-23,2016-09-30,2016-10-05,2016-11-15,6.81,6,40.86,1,1750.0
35_HALIVAARA_35412,35,35412,Yellow Tail Chard Ausl,1.5L,4425,MARTIGNETTI COMPANIES,12730,2016-10-23,2016-11-03,2016-11-11,2016-12-18,5.97,11,65.67,2,1500.0
69_MOUNTMEND_7715,69,7715,Andre Extra Dry,750mL,3252,E & J GALLO WINERY,12859,2016-11-01,2016-11-11,2016-11-16,2016-12-20,3.01,12,36.12,2,750.0
47_PELLA'S WISH_126,47,126,Grey Goose Vodka,Liter,480,BACARDI USA INC,11341,2016-07-25,2016-08-02,2016-08-11,2016-09-15,20.14,6,120.84,1,
54_GUTHRAM_6329,54,6329,R M Woodbridge Wh Znfdl Cal,1.5L,1392,CONSTELLATION BRANDS INC,12840,2016-10-31,2016-11-08,2016-11-18,2016-12-23,6.2,6,37.2,2,1500.0
33_HORNSEY_24325,33,24325,La Crema Chard Sonoma Cst,750mL,10000,MAJESTIC FINE WINES,13090,2016-11-16,2016-11-25,2016-12-03,2017-01-01,10.88,24,261.12,2,750.0
56_BEGGAR'S HOLE_5058,56,5058,Capt Morgan Long Isl Tea RTD,1.75L,3960,DIAGEO NORTH AMERICA INC,12149,2016-09-18,2016-09-27,2016-10-08,2016-11-07,11.93,6,71.58,1,1750.0
79_BALLYMENA_34427,79,34427,Frei Bros RSV Cab Svgn Alex,750mL,3252,E & J GALLO WINERY,12151,2016-09-18,2016-09-28,2016-10-04,2016-11-14,13.81,48,662.88,2,750.0
50_MOUNTMEND_1345,50,1345,Basil Hayden Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY,10603,2016-06-09,2016-06-17,2016-06-26,2016-08-03,28.45,4,113.8,1,750.0
49_GARIGILL_2143,49,2143,Canadian Mist,1.75L,1128,BROWN-FORMAN CORP,11109,2016-07-08,2016-07-15,2016-07-22,2016-09-01,10.07,4,40.28,1,1750.0
23_ARBINGTON_3362,23,3362,Poland Spring Gin,Liter,9552,M S WALKER INC,10383,2016-05-25,2016-06-02,2016-06-10,2016-07-16,4.47,12,53.64,1,
32_MOUNTMEND_4224,32,4224,Goslings Black Seal Rum 80,750mL,1485,CASTLE BRANDS CORP.,9788,2016-04-14,2016-04-18,2016-05-03,2016-06-11,11.44,12,137.28,1,750.0
55_DRY GULCH_20950,55,20950,Bouza Merlot Tannat 12,750mL,90017,THE IMPORTED GRAPE LLC,13589,2016-12-19,2016-12-27,2017-01-10,2017-02-02,12.58,12,150.96,2,750.0
74_PAENTMARWY_15528,74,15528,Cannonball Chard,750mL,4425,MARTIGNETTI COMPANIES,9973,2016-04-27,2016-05-05,2016-05-11,2016-06-24,9.33,48,447.84,2,750.0
8_ALNERWICK_1148,8,1148,Old New England Egg Nog,750mL,9552,M S WALKER INC,12756,2016-10-25,2016-11-03,2016-11-07,2016-12-25,5.26,11,57.86,1,750.0
34_PITMERDEN_25984,34,25984,C Y Toro Casa Diablo Svgn Bl,750mL,516,BANFI PRODUCTS CORP,12181,2016-09-20,2016-09-29,2016-10-06,2016-11-10,5.88,1,5.88,2,750.0
78_EASTHAVEN_32908,78,32908,Sterling Vintners Cltn Merlo,750mL,1590,DIAGEO CHATEAU ESTATE WINES,12458,2016-10-04,2016-10-13,2016-10-18,2016-11-17,6.55,12,78.6,2,750.0
10_HORNSEY_1515,10,1515,Old Overholt,750mL,12546,JIM BEAM BRANDS COMPANY,12134,2016-09-16,2016-09-21,2016-09-29,2016-11-07,10.14,12,121.68,1,750.0
50_MOUNTMEND_8111,50,8111,Smirnoff 80 Proof,50mL,3960,DIAGEO NORTH AMERICA INC,12264,2016-09-23,2016-10-01,2016-10-10,2016-11-17,0.77,70,53.9,1,50.0
79_BALLYMENA_3746,79,3746,Gordons Vodka 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC,9451,2016-03-22,2016-04-03,2016-04-06,2016-05-10,8.52,4,34.08,1,1750.0
67_EANVERNESS_3522,67,3522,Platinum 7X Distilled Vodka,1.75L,8004,SAZERAC CO INC,13518,2016-12-14,2016-12-20,2016-12-26,2017-02-01,9.62,3,28.86,1,1750.0
67_EANVERNESS_2580,67,2580,Barr Hill Gin,750mL,1273,CALEDONIA SPIRITS INC,11363,2016-07-26,2016-08-04,2016-08-11,2016-09-15,29.36,5,146.8,1,750.0
34_PITMERDEN_3158,34,3158,Pinnacle Tropical Punch,1.75L,12546,JIM BEAM BRANDS COMPANY,12661,2016-10-18,2016-10-26,2016-11-04,2016-12-05,12.77,6,76.62,1,1750.0
33_HORNSEY_39146,33,39146,Matua Svgn Bl Marlboro,750mL,9819,TREASURY WINE ESTATES,12946,2016-11-06,2016-11-14,2016-11-29,2017-01-05,6.53,12,78.36,2,750.0
7_STANMORE_42421,7,42421,Firesteed Pnt Gris Ore,750mL,10754,PERFECTA WINES,11235,2016-07-17,2016-07-29,2016-08-04,2016-09-09,7.74,12,92.88,2,750.0
23_ARBINGTON_13163,23,13163,Barefoot Bubbly Moscato,750mL,3252,E & J GALLO WINERY,9260,2016-03-09,2016-03-17,2016-03-21,2016-05-03,5.47,12,65.64,2,750.0
23_ARBINGTON_175,23,175,1800 Anejo Tequila,750mL,7245,PROXIMO SPIRITS INC.,11680,2016-08-16,2016-08-25,2016-08-30,2016-10-14,26.8,2,53.6,1,750.0
74_PAENTMARWY_2906,74,2906,Usquaebach Old Rare Whisky,750mL,9165,ULTRA BEVERAGE COMPANY LLP,9081,2016-02-24,2016-03-04,2016-03-13,2016-04-10,72.99,6,437.94,1,750.0
54_GUTHRAM_38668,54,38668,Mumm Napa Cuvee M Sparkling,750mL,17035,PERNOD RICARD USA,13437,2016-12-09,2016-12-16,2016-12-19,2017-01-27,12.98,12,155.76,2,750.0
33_HORNSEY_497,33,497,Capt Morgan Spiced Rum,Liter,3960,DIAGEO NORTH AMERICA INC,13226,2016-11-25,2016-11-29,2016-12-05,2017-01-10,14.7,12,176.4,1,
24_PALPERROTH_46165,24,46165,Barefoot Pnt Grigio Cal,187mL 4 Pk,3252,E & J GALLO WINERY,11924,2016-09-02,2016-09-08,2016-09-20,2016-10-20,4.45,6,26.7,2,
9_BLACKPOOL_19748,9,19748,Clos du Bois Chard,1.5L,1392,CONSTELLATION BRANDS INC,11703,2016-08-18,2016-08-24,2016-09-03,2016-10-01,9.2,12,110.4,2,1500.0
38_GOULCREST_2443,38,2443,Seagrams VO,1.75L,3960,DIAGEO NORTH AMERICA INC,13320,2016-12-02,2016-12-07,2016-12-19,2017-01-13,13.48,11,148.28,1,1750.0
24_PALPERROTH_8909,24,8909,Carlo Rossi Chablis Calif,1.5L,3252,E & J GALLO WINERY,8722,2016-02-01,2016-02-11,2016-02-15,2016-03-26,4.51,6,27.06,2,1500.0
73_DONCASTER_4245,73,4245,Bacardi Superior Rum,750mL,480,BACARDI USA INC,8914,2016-02-14,2016-02-26,2016-03-06,2016-04-04,7.93,9,71.37,1,750.0
15_WANBORNE_8562,15,8562,DeKuyper Peachtree Trav,1.75L,12546,JIM BEAM BRANDS COMPANY,13421,2016-12-08,2016-12-15,2016-12-24,2017-01-21,11.44,1,11.44,1,1750.0
71_CLARCTON_8680,71,8680,Crown Royal,1.75L,3960,DIAGEO NORTH AMERICA INC,11907,2016-09-01,2016-09-08,2016-09-13,2016-10-19,28.88,69,1992.72,1,1750.0
73_DONCASTER_4064,73,4064,Calico Jack Pin/Coc Rum,1.75L,12546,JIM BEAM BRANDS COMPANY,8443,2016-01-12,2016-01-22,2016-01-28,2016-03-04,9.41,6,56.46,1,1750.0
28_LARNWICK_5365,28,5365,Kahlua,750mL,17035,PERNOD RICARD USA,8315,2016-01-03,2016-01-11,2016-01-25,2016-02-25,14.84,12,178.08,1,750.0
23_ARBINGTON_3489,23,3489,Tanqueray,1.75L,3960,DIAGEO NORTH AMERICA INC,12585,2016-10-13,2016-10-20,2016-10-31,2016-11-29,20.73,59,1223.07,1,1750.0
55_DRY GULCH_3878,55,3878,Smirnoff 80 Proof,750mL,3960,DIAGEO NORTH AMERICA INC,10126,2016-05-09,2016-05-20,2016-05-31,2016-07-04,7.96,12,95.52,1,750.0
38_GOULCREST_2590,38,2590,The Black Grouse Scotch,1.75L,2561,EDRINGTON AMERICAS,12776,2016-10-26,2016-11-03,2016-11-14,2016-12-11,28.98,6,173.88,1,1750.0
55_DRY GULCH_19895,55,19895,Skeleton Malbec,Liter,9165,ULTRA BEVERAGE COMPANY LLP,8513,2016-01-17,2016-01-26,2016-02-02,2016-03-13,6.45,6,38.7,2,
34_PITMERDEN_18096,34,18096,Bolla Amarone Valpolicella,750mL,516,BANFI PRODUCTS CORP,10733,2016-06-19,2016-06-28,2016-07-09,2016-08-10,20.94,5,104.7,2,750.0
54_GUTHRAM_3790,54,3790,Don Julio Blanco Tequila,750mL,3960,DIAGEO NORTH AMERICA INC,11794,2016-08-24,2016-08-30,2016-09-09,2016-10-06,35.65,6,213.9,1,750.0
66_EANVERNESS_2198,66,2198,Chivas Regal Extra,750mL,17035,PERNOD RICARD USA,10772,2016-06-21,2016-06-29,2016-07-07,2016-08-20,28.67,6,172.02,1,750.0
59_CLAETHORPES_2767,59,2767,Johnnie Walker Blue Label,750mL,3960,DIAGEO NORTH AMERICA INC,12149,2016-09-18,2016-09-29,2016-10-08,2016-11-07,139.7,12,1676.4,1,750.0
58_HARTLEPOOL_3728,58,3728,Absolut Citron,1.75L,17035,PERNOD RICARD USA,8489,2016-01-15,2016-01-19,2016-01-30,2016-03-09,18.93,6,113.58,1,1750.0
67_EANVERNESS_28889,67,28889,Peter Vella Chard Cal B/B,5L,3252,E & J GALLO WINERY,9169,2016-03-02,2016-03-07,2016-03-18,2016-04-26,10.61,4,42.44,2,5000.0
12_LEESIDE_24327,12,24327,La Crema Pnt Nr Sonoma Cst,750mL,10000,MAJESTIC FINE WINES,11574,2016-08-09,2016-08-16,2016-08-30,2016-10-02,13.1,12,157.2,2,750.0
49_GARIGILL_8730,49,8730,Ruffino Orvieto Clsc,750mL,1392,CONSTELLATION BRANDS INC,10986,2016-06-30,2016-07-06,2016-07-17,2016-08-27,5.5,5,27.5,1,750.0
56_BEGGAR'S HOLE_5891,56,5891,Ryans Irish Cream,1.75L,8004,SAZERAC CO INC,13329,2016-12-02,2016-12-07,2016-12-13,2017-01-23,11.84,3,35.52,1,1750.0
20_BREDWARDINE_5364,20,5364,Kahlua,1.75L,17035,PERNOD RICARD USA,8257,2015-12-30,2016-01-05,2016-01-13,2016-02-25,23.07,5,115.35,1,1750.0
73_DONCASTER_6918,73,6918,Franzia Tap Cab Svgn,5L,9815,WINE GROUP INC,9983,2016-04-27,2016-05-06,2016-05-10,2016-06-20,10.95,3,32.85,2,5000.0
75_BARNCOMBE_1896,75,1896,The Glenlivet 18 Yr Single,750mL,17035,PERNOD RICARD USA,10672,2016-06-14,2016-06-23,2016-06-27,2016-08-10,68.83,3,206.49,1,750.0
39_EASTHALLOW_11213,39,11213,Meiomi Pnt Nr,750mL,1392,CONSTELLATION BRANDS INC,9819,2016-04-17,2016-04-28,2016-05-09,2016-06-12,12.66,12,151.92,2,750.0
46_TYWARDREATH_5333,46,5333,Jenkins Amaretto,1.75L,9552,M S WALKER INC,8553,2016-01-20,2016-01-27,2016-02-01,2016-03-13,8.65,5,43.25,1,1750.0
56_BEGGAR'S HOLE_5103,56,5103,Fireball Cinnamon Whisky,1.75L,8004,SAZERAC CO INC,8561,2016-01-20,2016-01-26,2016-02-01,2016-03-15,17.14,6,102.84,1,1750.0
34_PITMERDEN_6688,34,6688,Ch St Jean Chard California,750mL,9819,TREASURY WINE ESTATES,12141,2016-09-16,2016-09-21,2016-09-27,2016-10-27,5.81,12,69.72,2,750.0
50_MOUNTMEND_34635,50,34635,Riunite Lambrusco Rose,1.5L,516,BANFI PRODUCTS CORP,12500,2016-10-07,2016-10-11,2016-10-17,2016-11-30,5.29,6,31.74,2,1500.0
55_DRY GULCH_21254,55,21254,Renwood Timberline Znfdl,750mL,4425,MARTIGNETTI COMPANIES,8276,2015-12-31,2016-01-05,2016-01-18,2016-02-28,14.28,12,171.36,2,750.0
11_CARDEND_5103,11,5103,Fireball Cinnamon Whisky,1.75L,8004,SAZERAC CO INC,10268,2016-05-17,2016-05-23,2016-06-06,2016-07-05,17.14,18,308.52,1,1750.0
68_SOLARIS_5758,68,5758,1800 Ultimate Margarita RTD,1.75L,7245,PROXIMO SPIRITS INC.,11680,2016-08-16,2016-08-22,2016-08-30,2016-10-14,13.33,6,79.98,1,1750.0
73_DONCASTER_3427,73,3427,Stolichnaya Blueberi,1.75L,8664,"STOLI GROUP,(USA) LLC",11084,2016-07-05,2016-07-15,2016-07-20,2016-08-19,17.85,16,285.6,1,1750.0
76_DONCASTER_5253,76,5253,Kahlua Original Mudslide RTD,1.75L,17035,PERNOD RICARD USA,11103,2016-07-07,2016-07-15,2016-07-22,2016-08-27,11.84,3,35.52,1,1750.0
68_SOLARIS_6682,68,6682,R M Woodbridge Chard Cal,1.5L,1392,CONSTELLATION BRANDS INC,9749,2016-04-12,2016-04-19,2016-04-28,2016-05-26,6.03,8,48.24,2,1500.0
74_PAENTMARWY_15774,74,15774,Paul D Zweigelt Weinland,Liter,90047,CRUSH WINES,9956,2016-04-26,2016-05-04,2016-05-09,2016-06-13,7.61,12,91.32,2,
34_PITMERDEN_4294,34,4294,Goslings Black Seal 151,750mL,1485,CASTLE BRANDS CORP.,11700,2016-08-18,2016-08-25,2016-09-04,2016-10-02,11.71,12,140.52,1,750.0
69_MOUNTMEND_34428,69,34428,Frei Bros RSV Chard RRV,750mL,3252,E & J GALLO WINERY,10084,2016-05-05,2016-05-13,2016-05-16,2016-06-29,9.55,9,85.95,2,750.0
53_HILLFAR_8670,53,8670,Arrow Coffee Brandy,1.75L,8352,LUXCO INC,9263,2016-03-09,2016-03-18,2016-03-27,2016-05-05,7.85,3,23.55,1,1750.0
78_EASTHAVEN_5735,78,5735,Malibu Rum,750mL,17035,PERNOD RICARD USA,10973,2016-06-29,2016-07-07,2016-07-12,2016-08-26,9.29,35,325.15,1,750.0
22_SHARNWICK_24094,22,24094,Gallo Copperidge Cab Svgn,1.5L,3252,E & J GALLO WINERY,8624,2016-01-25,2016-02-04,2016-02-15,2016-03-25,4.57,12,54.84,2,1500.0
33_HORNSEY_22569,33,22569,Bota Box Svgn Bl,3L,2242,DELICATO VINEYARDS INC,13031,2016-11-13,2016-11-25,2016-12-04,2017-01-04,11.72,3,35.16,2,3000.0
16_LUNDY_6281,16,6281,Franzia Sunset Blush Tap,5L,9815,WINE GROUP INC,9670,2016-04-05,2016-04-15,2016-04-22,2016-05-26,8.96,7,62.72,2,5000.0
63_SWORDBREAK_2713,63,2713,Inver House Green Plaid 3-Y,1.75L,660,SAZERAC NORTH AMERICA INC.,9925,2016-04-24,2016-05-03,2016-05-13,2016-06-14,10.93,6,65.58,1,1750.0
52_GRAYCOTT_10472,52,10472,Clos du Bois Pnt Nr Cal,750mL,1392,CONSTELLATION BRANDS INC,11883,2016-08-31,2016-09-09,2016-09-14,2016-10-30,6.07,24,145.68,2,750.0
67_EANVERNESS_12343,67,12343,Bota Box Znfdl,3L,2242,DELICATO VINEYARDS INC,12877,2016-11-02,2016-11-07,2016-11-15,2016-12-23,11.18,3,33.54,2,3000.0
38_GOULCREST_21019,38,21019,Black Box Pnt Nr,3L,1392,CONSTELLATION BRANDS INC,11071,2016-07-05,2016-07-13,2016-07-18,2016-09-03,10.66,5,53.3,2,3000.0
9_BLACKPOOL_8370,9,8370,Chi Chi's Margarita,1.75L,660,SAZERAC NORTH AMERICA INC.,12118,2016-09-15,2016-09-21,2016-09-28,2016-11-07,5.71,5,28.55,1,1750.0
48_NORFOLK_4845,48,4845,Arrow Cherry Brandy,750mL,8352,LUXCO INC,9153,2016-03-01,2016-03-12,2016-03-21,2016-04-19,6.39,12,76.68,1,750.0
9_BLACKPOOL_3606,9,3606,Smirnoff Raspberry Vodka,50mL,3960,DIAGEO NORTH AMERICA INC,12748,2016-10-25,2016-11-02,2016-11-09,2016-12-22,0.74,106,78.44,1,50.0
62_KILMARNOCK_4201,62,4201,Calico Jack Silver Rum,1.75L,12546,JIM BEAM BRANDS COMPANY,10295,2016-05-19,2016-05-25,2016-06-06,2016-07-16,9.55,5,47.75,1,1750.0
38_GOULCREST_24327,38,24327,La Crema Pnt Nr Sonoma Cst,750mL,10000,MAJESTIC FINE WINES,12199,2016-09-21,2016-09-28,2016-10-06,2016-11-18,13.1,11,144.1,2,750.0
69_MOUNTMEND_12901,69,12901,Madria Sangria,1.5L,3252,E & J GALLO WINERY,9536,2016-03-28,2016-04-06,2016-04-11,2016-05-19,5.19,4,20.76,2,1500.0
75_BARNCOMBE_3826,75,3826,Skyy Vodka,1.75L,11567,CAMPARI AMERICA,12313,2016-09-25,2016-10-04,2016-10-11,2016-11-20,15.74,9,141.66,1,1750.0
68_SOLARIS_2696,68,2696,McClelland Highland Sgl Malt,1.75L,12546,JIM BEAM BRANDS COMPANY,12816,2016-10-28,2016-11-02,2016-11-12,2016-12-10,25.19,6,151.14,1,1750.0
76_DONCASTER_24778,76,24778,Rocca Delle Macie Chianti C,1.5L,6785,PALM BAY INTERNATIONAL INC,12681,2016-10-19,2016-10-26,2016-11-02,2016-12-08,14.66,6,87.96,2,1500.0
56_BEGGAR'S HOLE_46163,56,46163,Barefoot Chard Cal,187mL 4 Pk,3252,E & J GALLO WINERY,11656,2016-08-15,2016-08-24,2016-09-03,2016-10-15,4.48,6,26.88,2,
56_BEGGAR'S HOLE_32263,56,32263,Lindemans Bin 65 Chard,1.5L,4425,MARTIGNETTI COMPANIES,10193,2016-05-12,2016-05-17,2016-05-29,2016-07-09,6.8,10,68.0,2,1500.0
73_DONCASTER_171,73,171,Gentleman Jack,1.75L,1128,BROWN-FORMAN CORP,13468,2016-12-12,2016-12-22,2016-12-28,2017-02-07,36.76,4,147.04,1,1750.0
23_ARBINGTON_3452,23,3452,Vanya Light Vodka,1.75L,9552,M S WALKER INC,10686,2016-06-15,2016-06-24,2016-06-30,2016-08-13,5.55,4,22.2,1,1750.0
23_ARBINGTON_7993,23,7993,Stock Italian X Dry Vermouth,750mL,8352,LUXCO INC,11051,2016-07-04,2016-07-15,2016-07-22,2016-08-18,4.88,12,58.56,1,750.0
63_SWORDBREAK_6995,63,6995,Carlo Rossi Spanada Sangria,1.5L,3252,E & J GALLO WINERY,11796,2016-08-24,2016-08-30,2016-09-08,2016-10-07,4.79,6,28.74,2,1500.0
28_LARNWICK_4261,28,4261,Capt Morgan Spiced Rum,1.75L,3960,DIAGEO NORTH AMERICA INC,13084,2016-11-16,2016-11-21,2016-12-03,2017-01-06,16.17,3,48.51,1,1750.0
51_ABERDEEN_12147,51,12147,Sterling Vintners CA Meritag,750mL,1590,DIAGEO CHATEAU ESTATE WINES,8289,2016-01-01,2016-01-06,2016-01-12,2016-02-22,5.26,12,63.12,2,750.0
37_PAETHSMOUTH_3253,37,3253,Gilbeys London Dry,1.75L,12546,JIM BEAM BRANDS COMPANY,12134,2016-09-16,2016-09-23,2016-09-29,2016-11-07,9.08,5,45.4,1,1750.0
66_EANVERNESS_3549,66,3549,Ketel One Vodka,750mL,3960,DIAGEO NORTH AMERICA INC,13392,2016-12-07,2016-12-16,2016-12-22,2017-01-21,17.82,12,213.84,1,750.0
9_BLACKPOOL_3246,9,3246,Bentley's Vodka,1.75L,8004,SAZERAC CO INC,12246,2016-09-23,2016-09-28,2016-10-05,2016-11-15,6.71,1,6.71,1,1750.0
59_CLAETHORPES_27351,59,27351,Almaden Chard Cal B/B,5L,9815,WINE GROUP INC,12551,2016-10-10,2016-10-17,2016-10-28,2016-12-05,10.38,8,83.04,2,5000.0
58_HARTLEPOOL_8033,58,8033,Jack Daniels No 7 Black,50mL,1128,BROWN-FORMAN CORP,9215,2016-03-06,2016-03-15,2016-03-25,2016-04-24,2.3,115,264.5,1,50.0
48_NORFOLK_21985,48,21985,Menage a Trois Midnight,750mL,8892,TRINCHERO FAMILY ESTATES,12837,2016-10-30,2016-11-11,2016-11-20,2016-12-25,6.59,12,79.08,2,750.0
81_PEMBROKE_31487,81,31487,Barefoot Bubbly Brut Cve,750mL,3252,E & J GALLO WINERY,12812,2016-10-28,2016-11-01,2016-11-11,2016-12-17,5.29,12,63.48,2,750.0
34_PITMERDEN_4233,34,4233,Castillo Silver Label Rum,1.75L,480,BACARDI USA INC,10778,2016-06-22,2016-06-28,2016-07-09,2016-08-04,7.87,2,15.74,1,1750.0
17_OLDHAM_1178,17,1178,Evan Williams Black Label B,750mL,3924,HEAVEN HILL DISTILLERIES,12521,2016-10-09,2016-10-18,2016-10-24,2016-12-03,7.83,12,93.96,1,750.0
25_CAERSHIRE_19636,25,19636,Ch St Jean Chard Sonoma Cst,750mL,9819,TREASURY WINE ESTATES,12800,2016-10-27,2016-11-04,2016-11-07,2016-12-12,7.99,12,95.88,2,750.0
15_WANBORNE_3997,15,3997,Hornitos Plata Tequila,750mL,12546,JIM BEAM BRANDS COMPANY,11099,2016-07-07,2016-07-11,2016-07-19,2016-08-31,14.05,12,168.6,1,750.0
75_BARNCOMBE_4429,75,4429,Capt Morgan Silver Spicd Rum,1.75L,3960,DIAGEO NORTH AMERICA INC,11493,2016-08-04,2016-08-09,2016-08-17,2016-10-02,17.31,6,103.86,1,1750.0
34_PITMERDEN_3726,34,3726,Gilbeys Vodka Traveler,750mL,12546,JIM BEAM BRANDS COMPANY,8659,2016-01-27,2016-02-01,2016-02-14,2016-03-19,3.78,5,18.9,1,750.0
19_WINTERVALE_43245,19,43245,Sterling Vntrs Pnt Grigio,750mL,1590,DIAGEO CHATEAU ESTATE WINES,11819,2016-08-26,2016-09-01,2016-09-08,2016-10-11,6.59,12,79.08,2,750.0
60_IRRAGIN_3894,60,3894,Zhenka Vodka 100 Proof,1.75L,9552,M S WALKER INC,11367,2016-07-26,2016-08-05,2016-08-13,2016-09-19,9.08,1,9.08,1,1750.0
70_KELD_31186,70,31186,Almaden Merlot Cal B/B,5L,9815,WINE GROUP INC,13267,2016-11-28,2016-12-09,2016-12-15,2017-01-20,10.8,3,32.4,2,5000.0
38_GOULCREST_8264,38,8264,Ch Ste Michelle Rsl,750mL,8673,STE MICHELLE WINE ESTATES,9615,2016-04-01,2016-04-08,2016-04-12,2016-05-23,5.37,9,48.33,2,750.0
