inventoryid,store,brand,productname,size,quantity,totalamount,unitprice,invoicedate,volume,classification,excisetax,vendorid,vendorname,size_ml
38_GOULCREST_12773,38,12773,Joel Gott Znfdl,750mL,20,299.8,14.99,2016-01-26,750,2,2.25,8892,TRINCHERO FAMILY ESTATES   ,750.0
67_EANVERNESS_17162,67,17162,Menage a Trois Pnt Grigio,750mL,1,10.99,10.99,2016-01-29,750,2,0.11,8892,TRINCHERO FAMILY ESTATES   ,750.0
10_HORNSEY_3335,10,3335,Tanqueray Sterling Vodka,750mL,1,10.99,10.99,2016-01-19,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
60_IRRAGIN_4194,60,4194,Calico Jack Coconut Rum,1.75L,2,25.98,12.99,2016-01-16,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,1750.0
33_HORNSEY_3522,33,3522,Platinum 7X Distilled Vodka,1.75L,3,38.97,12.99,2016-01-20,1750,1,5.51,8004,SAZERAC CO INC             ,1750.0
50_MOUNTMEND_4250,50,4250,Zaya Grand Reserva Rum,750mL,2,89.98,44.99,2016-01-14,750,1,1.57,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
74_PAENTMARWY_7978,74,7978,M & R X Dry Vermouth,750mL,1,7.49,7.49,2016-01-01,750,1,0.79,480,BACARDI USA INC            ,750.0
43_WOLFORD_13708,43,13708,Bota Box Cab Svgn,3L,1,21.99,21.99,2016-01-24,3000,2,0.45,2242,DELICATO VINEYARDS INC     ,3000.0
2_ASHBORNE_4945,2,4945,Jacquin Ginger Brandy,750mL,3,28.47,9.49,2016-01-20,750,1,2.36,4380,CHARLES JACQUIN ET CIE INC ,750.0
66_EANVERNESS_5138,66,5138,Fireball Cinnamon Whisky,750mL,10,139.9,13.99,2016-01-07,750,1,7.87,8004,SAZERAC CO INC             ,750.0
12_LEESIDE_8421,12,8421,Beringer Classic Wh Znfdl,750mL,1,6.99,6.99,2016-01-31,750,2,0.11,9819,TREASURY WINE ESTATES      ,750.0
38_GOULCREST_5111,38,5111,Dr McGillicuddy's Mentholmnt,50mL,30,29.7,0.99,2016-01-15,50,1,1.57,8004,SAZERAC CO INC             ,50.0
68_SOLARIS_1895,68,1895,Senators Club,Liter,1,6.99,6.99,2016-01-03,1000,1,1.05,4848,LAIRD & CO                 ,
67_EANVERNESS_20000,67,20000,Soter Vyds Planet Oregon Pnt,750mL,13,136.37,10.49,2016-01-14,750,2,1.46,4425,MARTIGNETTI COMPANIES,750.0
5_SUTTON_12368,5,12368,Vina Zaco Tempranillo Rioja,750mL,1,11.99,11.99,2016-01-17,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
10_HORNSEY_34175,10,34175,Lindemans Bin 50 Shiraz,1.5L,1,8.99,8.99,2016-02-26,1500,2,0.22,4425,MARTIGNETTI COMPANIES,1500.0
28_LARNWICK_3529,28,3529,U V Vodka,1.75L,1,13.99,13.99,2016-01-15,1750,1,1.84,9206,PHILLIPS PRODUCTS CO.      ,1750.0
62_KILMARNOCK_4225,62,4225,Goslings Black Seal Bermuda,1.75L,1,24.99,24.99,2016-01-04,1750,1,1.84,1485,CASTLE BRANDS CORP.        ,1750.0
2_ASHBORNE_11219,2,11219,Josh Cellars Cab Svgn Sonoma,750mL,1,14.99,14.99,2016-01-19,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
14_BROMWICH_4227,14,4227,Bacardi Superior Rum Trav,1.75L,17,305.83,17.99,2016-02-09,1750,1,31.24,480,BACARDI USA INC            ,1750.0
